香港,#genre#
CCTV-7-单音轨,http://wouu.net:9977/udp/239.93.1.73:5140
CCTV-8-单音轨,http://wouu.net:9977/udp/239.93.1.74:5140
峨眉电影画中画,http://wouu.net:9977/udp/239.93.1.161:5140
CDTV-2-画中画,http://wouu.net:9977/udp/239.93.0.137:5140
CDTV-3-画中画,http://wouu.net:9977/udp/239.93.0.153:5140
CDTV-4-画中画,http://wouu.net:9977/udp/239.93.1.118:5140
CDTV-5画中画,http://wouu.net:9977/udp/239.93.1.57:5140
CDTV-6-画中画,http://wouu.net:9977/udp/239.93.1.119:5140
CDTV-8-画中画,http://wouu.net:9977/udp/239.93.1.121:5140
CCTV-3-单音轨,http://wouu.net:9977/udp/239.93.1.70:5140
CCTV-5-单音轨,http://wouu.net:9977/udp/239.93.1.71:5140
CCTV-6-单音轨,http://wouu.net:9977/udp/239.93.1.72:5140
CCTV-9-单音轨,http://wouu.net:9977/udp/239.93.1.75:5140
熊猫新闻-单音轨,http://wouu.net:9977/udp/239.93.1.98:5140
城市大明星-单音轨,http://wouu.net:9977/udp/239.93.1.93:5140
少儿才艺大赛-单音轨,http://wouu.net:9977/udp/239.93.1.96:5140
熊猫影院画中画,http://wouu.net:9977/udp/239.93.0.220:5140
四川广场舞大赛-单音轨,http://wouu.net:9977/udp/239.93.1.97:5140
热门央视,http://wouu.net:9977/udp/239.93.1.33:5140
热门卫视,http://wouu.net:9977/udp/239.93.1.34:5140
金熊猫卡通画中画,http://wouu.net:9977/udp/239.93.0.232:5140
炫动卡通画中画,http://wouu.net:9977/udp/239.93.0.33:5140
江苏卫视-单音轨,http://wouu.net:9977/udp/239.93.1.80:5140
收视导视画中画,http://wouu.net:9977/udp/239.93.1.243:5140
熊猫直播画中画,http://wouu.net:9977/udp/239.93.0.172:5140
大爱四川画中画,http://wouu.net:9977/udp/239.93.0.228:5140
浙江卫视-单音轨,http://wouu.net:9977/udp/239.93.1.81:5140
热门本地,http://wouu.net:9977/udp/239.93.1.35:5140
喜剧影院画中画,http://wouu.net:9977/udp/239.93.0.36:5140
星光院线画中画,http://wouu.net:9977/udp/239.93.0.37:5140
全球大片画中画,http://wouu.net:9977/udp/239.93.0.35:5140
热门央视-体验,http://wouu.net:9977/udp/239.93.1.47:5140
热门剧场画中画,http://wouu.net:9977/udp/239.93.0.39:5140
山东卫视-单音轨,http://wouu.net:9977/udp/239.93.1.86:5140
黑龙江卫视-单音轨,http://wouu.net:9977/udp/239.93.1.85:5140
卡酷动画画中画,http://wouu.net:9977/udp/239.93.1.217:5140
金鹰卡通画中画,http://wouu.net:9977/udp/239.93.1.218:5140
优漫卡通画中画,http://wouu.net:9977/udp/239.93.0.32:5140
重庆卫视高清-画中画,http://wouu.net:9977/udp/239.93.0.233:5140
热门卫视-体验,http://wouu.net:9977/udp/239.93.1.49:5140
SCTV2-单音轨,http://wouu.net:9977/udp/239.93.1.99:5140
SCTV3-单音轨,http://wouu.net:9977/udp/239.93.1.15:5140
热门本地-体验,http://wouu.net:9977/udp/239.93.1.53:5140
影视文艺-单音轨,http://wouu.net:9977/udp/239.93.1.89:5140

重庆联通,#genre#
重庆新闻HD,http://n1.dddmmh.space:8088/udp/225.0.4.188:7980
重庆社会与法HD,http://n1.dddmmh.space:8088/udp/225.0.4.190:7980
重庆少儿HD,http://n1.dddmmh.space:8088/udp/225.0.4.191:7980
重庆影视HD,http://n1.dddmmh.space:8088/udp/225.0.4.192:7980
重庆科教HD,http://n1.dddmmh.space:8088/udp/225.0.4.193:7980
重庆娱乐HD,http://n1.dddmmh.space:8088/udp/225.0.4.194:7980
重庆汽摩HD,http://n1.dddmmh.space:8088/udp/225.0.4.195:7980
重庆时尚生活HD,http://n1.dddmmh.space:8088/udp/225.0.4.196:7980
重庆新农村HD,http://n1.dddmmh.space:8088/udp/225.0.4.189:7980
CQTV移动HD,http://n1.dddmmh.space:8088/udp/225.0.4.215:7980
时尚购物HD,http://n1.dddmmh.space:8088/udp/225.0.4.198:7980
CCTV-1,http://n1.dddmmh.space:8088/udp/225.0.4.74:7980
CCTV-2,http://n1.dddmmh.space:8088/udp/225.0.4.132:7980
CCTV-3,http://n1.dddmmh.space:8088/udp/225.0.4.142:7980
CCTV-4,http://n1.dddmmh.space:8088/udp/225.0.4.176:7980
CCTV-5,http://n1.dddmmh.space:8088/udp/225.0.4.143:7980
CCTV5+,http://n1.dddmmh.space:8088/udp/225.0.4.73:7980
CCTV-6,http://n1.dddmmh.space:8088/udp/225.0.4.144:7980
CCTV-7,http://n1.dddmmh.space:8088/udp/225.0.4.127:7980
CCTV-8,http://n1.dddmmh.space:8088/udp/225.0.4.137:7980
CCTV-9,http://n1.dddmmh.space:8088/udp/225.0.4.131:7980
CCTV-10,http://n1.dddmmh.space:8088/udp/225.0.4.130:7980
CCTV-11,http://n1.dddmmh.space:8088/udp/225.0.4.218:7980
CCTV-12,http://n1.dddmmh.space:8088/udp/225.0.4.129:7980
CCTV-13,http://n1.dddmmh.space:8088/udp/225.0.4.219:7980
CCTV-14,http://n1.dddmmh.space:8088/udp/225.0.4.128:7980
CCTV-15,http://n1.dddmmh.space:8088/udp/225.0.4.220:7980
CCTV-17,http://n1.dddmmh.space:8088/udp/225.0.4.179:7980
CGTN,http://n1.dddmmh.space:8088/udp/225.0.4.12:7980
湖南卫视,http://n1.dddmmh.space:8088/udp/225.0.4.75:7980
浙江卫视,http://n1.dddmmh.space:8088/udp/225.0.4.81:7980
江苏卫视,http://n1.dddmmh.space:8088/udp/225.0.4.79:7980
安徽卫视,http://n1.dddmmh.space:8088/udp/225.0.4.133:7980
广东卫视,http://n1.dddmmh.space:8088/udp/225.0.4.84:7980
北京卫视,http://n1.dddmmh.space:8088/udp/225.0.4.78:7980
天津卫视,http://n1.dddmmh.space:8088/udp/225.0.4.82:7980
辽宁卫视,http://n1.dddmmh.space:8088/udp/225.0.4.98:7980
东方卫视,http://n1.dddmmh.space:8088/udp/225.0.4.80:7980
纪实HD,http://n1.dddmmh.space:8088/udp/225.0.4.99:7980
河北卫视,http://n1.dddmmh.space:8088/udp/225.0.4.174:7980
贵州卫视,http://n1.dddmmh.space:8088/udp/225.0.4.175:7980
山东卫视,http://n1.dddmmh.space:8088/udp/225.0.4.199:7980
东南卫视,http://n1.dddmmh.space:8088/udp/225.0.4.200:7980
黑龙江卫视,http://n1.dddmmh.space:8088/udp/225.0.4.201:7980
深圳卫视,http://n1.dddmmh.space:8088/udp/225.0.4.202:7980
江西卫视,http://n1.dddmmh.space:8088/udp/225.0.4.203:7980
四川卫视,http://n1.dddmmh.space:8088/udp/225.0.4.204:7980
重庆卫视,http://n1.dddmmh.space:8088/udp/225.0.4.187:7980
CQTV新闻,http://n1.dddmmh.space:8088/udp/225.0.4.59:7980
CQTV汽摩,http://n1.dddmmh.space:8088/udp/225.0.4.61:7980
CQTV影视,http://n1.dddmmh.space:8088/udp/225.0.4.62:7980
CQTV科教,http://n1.dddmmh.space:8088/udp/225.0.4.63:7980
CQTV社会与法,http://n1.dddmmh.space:8088/udp/225.0.4.64:7980
CQTV娱乐,http://n1.dddmmh.space:8088/udp/225.0.4.65:7980
CQTV移动,http://n1.dddmmh.space:8088/udp/225.0.4.68:7980
CQTV时尚生活,http://n1.dddmmh.space:8088/udp/225.0.4.69:7980
CQTV新农村,http://n1.dddmmh.space:8088/udp/225.0.4.70:7980
CQTV少儿,http://n1.dddmmh.space:8088/udp/225.0.4.71:7980
爱生活,http://n1.dddmmh.space:8088/udp/225.0.4.164:7980
IPTV相声小品,http://n1.dddmmh.space:8088/udp/225.0.4.56:7980
IPTV野外,http://n1.dddmmh.space:8088/udp/225.0.4.57:7980
IPTV3+,http://n1.dddmmh.space:8088/udp/225.0.4.51:7980
IPTV5+,http://n1.dddmmh.space:8088/udp/225.0.4.53:7980
IPTV6+,http://n1.dddmmh.space:8088/udp/225.0.4.50:7980
IPTV8+,http://n1.dddmmh.space:8088/udp/225.0.4.54:7980
经典电影,http://n1.dddmmh.space:8088/udp/225.0.4.48:7980
解密,http://n1.dddmmh.space:8088/udp/225.0.4.153:7980
全纪实,http://n1.dddmmh.space:8088/udp/225.0.4.113:7980
纪实HD,http://n1.dddmmh.space:8088/udp/225.0.4.99:7980
地理,http://n1.dddmmh.space:8088/udp/225.0.4.149:7980
古装剧场,http://n1.dddmmh.space:8088/udp/225.0.4.147:7980
武侠剧场,http://n1.dddmmh.space:8088/udp/225.0.4.168:7980
军旅剧场,http://n1.dddmmh.space:8088/udp/225.0.4.146:7980
喜剧影院,http://n1.dddmmh.space:8088/udp/225.0.4.169:7980
动作影院,http://n1.dddmmh.space:8088/udp/225.0.4.170:7980
家庭影院,http://n1.dddmmh.space:8088/udp/225.0.4.171:7980
星影,http://n1.dddmmh.space:8088/udp/225.0.4.172:7980

北京电信,#genre#
CCTV1HD,http://1.203.76.124:7788/udp/225.1.8.1:8008
CCTV2HD,http://1.203.76.124:7788/udp/225.1.8.2:8084
CCTV3HD,http://1.203.76.124:7788/udp/225.1.8.88:8000
CCTV4HD,http://1.203.76.124:7788/udp/225.1.8.4:8092
CCTV5HD,http://1.203.76.124:7788/udp/225.1.8.89:8000
CCTV5⁺HD,http://1.203.76.124:7788/udp/225.1.8.20:8004
CCTV6HD,http://1.203.76.124:7788/udp/225.1.8.84:8000
CCTV7HD,http://1.203.76.124:7788/udp/225.1.8.7:8104
CCTV8HD,http://1.203.76.124:7788/udp/225.1.8.85:8000
CCTV9HD,http://1.203.76.124:7788/udp/225.1.8.9:8112
CCTV10HD,http://1.203.76.124:7788/udp/225.1.8.10:8116
CCTV11HD,http://1.203.76.124:7788/udp/225.1.8.73:8120
CCTV12HD,http://1.203.76.124:7788/udp/225.1.8.12:8124
CCTV13HD,http://1.203.76.124:7788/udp/225.1.8.168:8130
CCTV14HD,http://1.203.76.124:7788/udp/225.1.8.14:8132
CCTV15HD,http://1.203.76.124:7788/udp/225.1.8.74:8136
CCTV17HD,http://1.203.76.124:7788/udp/225.1.8.17:8144
CETV1,http://1.203.76.124:7788/udp/225.1.8.32:8152
北京卫视,http://1.203.76.124:7788/udp/225.1.8.21:8002
北京文艺,http://1.203.76.124:7788/udp/225.1.8.22:8002
北京科教,http://1.203.76.124:7788/udp/225.1.8.105:8002
北京影视,http://1.203.76.124:7788/udp/225.1.8.82:8000
北京财经,http://1.203.76.124:7788/udp/225.1.8.106:8002
北京冬奥纪实,http://1.203.76.124:7788/udp/225.1.8.23:8002
北京生活,http://1.203.76.124:7788/udp/225.1.8.108:8002
北京青年,http://1.203.76.124:7788/udp/225.1.8.118:8002
北京新闻,http://1.203.76.124:7788/udp/225.1.8.83:8000
北京卡酷少儿,http://1.203.76.124:7788/udp/225.1.8.35:8000
北京冬奥纪实 4K,http://1.203.76.124:7788/udp/225.1.8.120:8002
北京冬奥纪实 4K,http://1.203.76.124:7788/udp/225.1.8.164:8002
房山,http://1.203.76.124:7788/udp/225.1.8.68:8002
朝阳融媒,http://1.203.76.124:7788/udp/225.1.8.69:8002
密云,http://1.203.76.124:7788/udp/225.1.8.75:8002
湖南卫视,http://1.203.76.124:7788/udp/225.1.8.41:8012
黑龙江卫视,http://1.203.76.124:7788/udp/225.1.8.42:8016
深圳卫视,http://1.203.76.124:7788/udp/225.1.8.43:8020
江苏卫视,http://1.203.76.124:7788/udp/225.1.8.44:8028
东方卫视,http://1.203.76.124:7788/udp/225.1.8.45:8032
浙江卫视,http://1.203.76.124:7788/udp/225.1.8.46:8036
湖北卫视,http://1.203.76.124:7788/udp/225.1.8.47:8044
天津卫视,http://1.203.76.124:7788/udp/225.1.8.48:8044
广东卫视,http://1.203.76.124:7788/udp/225.1.8.49:8048
山东卫视,http://1.203.76.124:7788/udp/225.1.8.50:8052
辽宁卫视,http://1.203.76.124:7788/udp/225.1.8.51:8056
安徽卫视,http://1.203.76.124:7788/udp/225.1.8.52:8064
河北卫视,http://1.203.76.124:7788/udp/225.1.8.76:8002
贵州卫视,http://1.203.76.124:7788/udp/225.1.8.77:8076
东南卫视,http://1.203.76.124:7788/udp/225.1.8.79:8148
江西卫视,http://1.203.76.124:7788/udp/225.1.8.171:8166
重庆卫视,http://1.203.76.124:7788/udp/225.1.8.172:8162
金鹰纪实,http://1.203.76.124:7788/udp/225.1.8.31:8156
纪实人文,http://1.203.76.124:7788/udp/225.1.8.53:8060
快乐垂钓,http://1.203.76.124:7788/udp/225.1.8.71:8002
茶频道,http://1.203.76.124:7788/udp/225.1.8.72:8002
每日影院,http://1.203.76.124:7788/udp/225.1.8.97:8002
幸福剧场,http://1.203.76.124:7788/udp/225.1.8.98:8002
幸福娱乐,http://1.203.76.124:7788/udp/225.1.8.99:8002
风尚生活,http://1.203.76.124:7788/udp/225.1.8.103:8002
中国足协杯,http://1.203.76.124:7788/udp/225.1.8.40:8184
体育赛事,http://1.203.76.124:7788/udp/225.1.8.81:8176
爱上4K,http://1.203.76.124:7788/udp/225.1.8.80:2000
北京IPTV淘精彩,http://1.203.76.124:7788/udp/225.1.8.33:8002
北京IPTV淘BABY,http://1.203.76.124:7788/udp/225.1.8.36:8002
北京IPTV淘剧场,http://1.203.76.124:7788/udp/225.1.8.37:8002
北京IPTV淘电影,http://1.203.76.124:7788/udp/225.1.8.38:8002
北京IPTV淘娱乐,http://1.203.76.124:7788/udp/225.1.8.61:8002
北京IPTV萌宠TV,http://1.203.76.124:7788/udp/225.1.8.63:8002
北京IPTV4K,http://1.203.76.124:7788/udp/225.1.8.211:8002
熊猫频道,http://1.203.76.124:7788/udp/225.1.8.210:8068
大健康,http://1.203.76.124:7788/udp/225.1.8.39:8002
聚鲨环球精选,http://1.203.76.124:7788/udp/225.1.8.58:8002
聚鲨北京,http://1.203.76.124:7788/udp/225.1.8.59:8002
聚鲨健康,http://1.203.76.124:7788/udp/225.1.8.60:8002
聚鲨生活,http://1.203.76.124:7788/udp/225.1.8.62:8002
聚鲨国际,http://1.203.76.124:7788/udp/225.1.8.66:8002
CCTV1,http://1.203.76.124:7788/udp/225.1.8.101:8080
CCTV2,http://1.203.76.124:7788/udp/225.1.8.102:8004
CCTV3,http://1.203.76.124:7788/udp/225.1.8.92:8000
CCTV4,http://1.203.76.124:7788/udp/225.1.8.104:8216
CCTV5,http://1.203.76.124:7788/udp/225.1.8.93:8000
CCTV6,http://1.203.76.124:7788/udp/225.1.8.90:8000
CCTV7,http://1.203.76.124:7788/udp/225.1.8.107:8024
CCTV8,http://1.203.76.124:7788/udp/225.1.8.91:8000
CCTV9,http://1.203.76.124:7788/udp/225.1.8.109:8032
CCTV10,http://1.203.76.124:7788/udp/225.1.8.110:8228
CCTV11,http://1.203.76.124:7788/udp/225.1.8.111:8040
CCTV12,http://1.203.76.124:7788/udp/225.1.8.112:8232
CCTV13,http://1.203.76.124:7788/udp/225.1.8.113:8264
CCTV14,http://1.203.76.124:7788/udp/225.1.8.114:8236
CCTV15,http://1.203.76.124:7788/udp/225.1.8.115:8052
CCTV17,http://1.203.76.124:7788/udp/225.1.8.117:8064
CGTN,http://1.203.76.124:7788/udp/225.1.8.116:8056
CETV1,http://1.203.76.124:7788/udp/225.1.8.169:4120
CETV2,http://1.203.76.124:7788/udp/225.1.8.193:4120
CETV3,http://1.203.76.124:7788/udp/225.1.8.194:4120
CETV4,http://1.203.76.124:7788/udp/225.1.8.195:4120
北京北京卫视,http://1.203.76.124:7788/udp/225.1.8.121:8002
北京文艺,http://1.203.76.124:7788/udp/225.1.8.122:8002
北京科教,http://1.203.76.124:7788/udp/225.1.8.123:8002
北京影视,http://1.203.76.124:7788/udp/225.1.8.124:8002
北京财经,http://1.203.76.124:7788/udp/225.1.8.125:8002
北京冬奥纪实,http://1.203.76.124:7788/udp/225.1.8.126:8002
北京生活,http://1.203.76.124:7788/udp/225.1.8.127:8002
北京青年,http://1.203.76.124:7788/udp/225.1.8.128:8002
北京新闻,http://1.203.76.124:7788/udp/225.1.8.129:8002
北京卡酷少儿,http://1.203.76.124:7788/udp/225.1.8.130:8002
北京国际,http://1.203.76.124:7788/udp/225.1.8.131:8002
湖南卫视,http://1.203.76.124:7788/udp/225.1.8.132:8064
浙江卫视,http://1.203.76.124:7788/udp/225.1.8.133:8284
江苏卫视,http://1.203.76.124:7788/udp/225.1.8.134:8276
安徽卫视,http://1.203.76.124:7788/udp/225.1.8.135:8272
天津卫视,http://1.203.76.124:7788/udp/225.1.8.136:8144
辽宁卫视,http://1.203.76.124:7788/udp/225.1.8.137:8116
山东卫视,http://1.203.76.124:7788/udp/225.1.8.138:8148
云南卫视,http://1.203.76.124:7788/udp/225.1.8.139:8108
河南卫视,http://1.203.76.124:7788/udp/225.1.8.140:8128
黑龙江卫视,http://1.203.76.124:7788/udp/225.1.8.141:8196
四川卫视,http://1.203.76.124:7788/udp/225.1.8.142:8288
江西卫视,http://1.203.76.124:7788/udp/225.1.8.143:8280
贵州卫视,http://1.203.76.124:7788/udp/225.1.8.144:8120
深圳卫视,http://1.203.76.124:7788/udp/225.1.8.145:9244
湖北卫视,http://1.203.76.124:7788/udp/225.1.8.146:8136
东方卫视,http://1.203.76.124:7788/udp/225.1.8.147:8192
重庆卫视,http://1.203.76.124:7788/udp/225.1.8.148:8296
东南卫视,http://1.203.76.124:7788/udp/225.1.8.149:8112
河北卫视,http://1.203.76.124:7788/udp/225.1.8.150:8292
广东卫视,http://1.203.76.124:7788/udp/225.1.8.151:8132
南方卫视,http://1.203.76.124:7788/udp/225.1.8.225:5008
广西卫视,http://1.203.76.124:7788/udp/225.1.8.152:8300
吉林卫视,http://1.203.76.124:7788/udp/225.1.8.153:8200
陕西卫视,http://1.203.76.124:7788/udp/225.1.8.154:8140
山西卫视,http://1.203.76.124:7788/udp/225.1.8.155:8172
内蒙古卫视,http://1.203.76.124:7788/udp/225.1.8.156:8176
青海卫视,http://1.203.76.124:7788/udp/225.1.8.157:8184
海南卫视,http://1.203.76.124:7788/udp/225.1.8.158:8304
宁夏卫视,http://1.203.76.124:7788/udp/225.1.8.159:8124
西藏卫视,http://1.203.76.124:7788/udp/225.1.8.160:8164
新疆卫视,http://1.203.76.124:7788/udp/225.1.8.161:8160
甘肃卫视,http://1.203.76.124:7788/udp/225.1.8.162:8188
厦门卫视,http://1.203.76.124:7788/udp/225.1.8.166:4120
兵团卫视,http://1.203.76.124:7788/udp/225.1.8.167:4120
山东教育卫视,http://1.203.76.124:7788/udp/225.1.8.190:4120
三沙卫视,http://1.203.76.124:7788/udp/225.1.8.78:4120
金鹰卡通,http://1.203.76.124:7788/udp/225.1.8.163:9252
财富天下,http://1.203.76.124:7788/udp/225.1.8.165:9136
嘉佳卡通,http://1.203.76.124:7788/udp/225.1.8.170:9268
IPTV收视指南,http://1.203.76.124:7788/udp/225.1.8.201:8012
IPTV热播剧场,http://1.203.76.124:7788/udp/225.1.8.202:9020
IPTV经典电影,http://1.203.76.124:7788/udp/225.1.8.203:9024
IPTV魅力时尚,http://1.203.76.124:7788/udp/225.1.8.204:9012
IPTV少儿动画,http://1.203.76.124:7788/udp/225.1.8.207:9000
城市剧场,http://1.203.76.124:7788/udp/225.1.8.227:4120
军旅剧场,http://1.203.76.124:7788/udp/225.1.8.228:4120
古装剧场,http://1.203.76.124:7788/udp/225.1.8.229:4120
音乐现场,http://1.203.76.124:7788/udp/225.1.8.230:4120
地理,http://1.203.76.124:7788/udp/225.1.8.231:4120
美妆,http://1.203.76.124:7788/udp/225.1.8.232:4120
美人,http://1.203.76.124:7788/udp/225.1.8.233:4120
精选,http://1.203.76.124:7788/udp/225.1.8.234:4120
解密,http://1.203.76.124:7788/udp/225.1.8.235:4120
军事,http://1.203.76.124:7788/udp/225.1.8.236:4120
国学,http://1.203.76.124:7788/udp/225.1.8.237:4120
戏曲,http://1.203.76.124:7788/udp/225.1.8.238:4120
早教,http://1.203.76.124:7788/udp/225.1.8.239:4120
动画,http://1.203.76.124:7788/udp/225.1.8.240:4120
好学生,http://1.203.76.124:7788/udp/225.1.8.241:4120
鉴赏,http://1.203.76.124:7788/udp/225.1.8.242:4120
墨宝,http://1.203.76.124:7788/udp/225.1.8.243:4120
光影,http://1.203.76.124:7788/udp/225.1.8.244:4120
台球,http://1.203.76.124:7788/udp/225.1.8.245:4120
爱生活,http://1.203.76.124:7788/udp/225.1.8.246:4120
武术,http://1.203.76.124:7788/udp/225.1.8.247:4120
高网,http://1.203.76.124:7788/udp/225.1.8.248:4120
足球,http://1.203.76.124:7788/udp/225.1.8.249:4120
武侠剧场,http://1.203.76.124:7788/udp/225.1.8.250:4120
喜剧影院,http://1.203.76.124:7788/udp/225.1.8.251:4120
动作影院,http://1.203.76.124:7788/udp/225.1.8.252:4120
家庭影院,http://1.203.76.124:7788/udp/225.1.8.253:4120
星影,http://1.203.76.124:7788/udp/225.1.8.254:4120
聚鲨环球精选,http://1.203.76.124:7788/udp/225.1.8.67:8002
聚鲨北京,http://1.203.76.124:7788/udp/225.1.8.70:8002
聚鲨健康,http://1.203.76.124:7788/udp/225.1.8.94:8002
聚鲨生活,http://1.203.76.124:7788/udp/225.1.8.95:8002
聚鲨国际,http://1.203.76.124:7788/udp/225.1.8.96:8002
江西卫视,http://1.203.76.124:7788/udp/225.1.1.9:8164
CCTV13,http://1.203.76.124:7788/udp/225.1.1.10:8128

广西贵港市酒店电信,#genre#
广西综艺HD,http://171.108.239.76:8181/tsfile/live/1000_1.m3u8
珠江台,http://171.108.239.76:8181/tsfile/live/1001_1.m3u8
广东影视,http://171.108.239.76:8181/tsfile/live/1002_1.m3u8
广东体育,http://171.108.239.76:8181/tsfile/live/1004_1.m3u8
星河频道,http://171.108.239.76:8181/tsfile/live/1005_1.m3u8
家庭影院HD,http://171.108.239.76:8181/tsfile/live/1006_1.m3u8
动作电影HD,http://171.108.239.76:8181/tsfile/live/1007_1.m3u8
高清电影HD,http://171.108.239.76:8181/tsfile/live/1008_1.m3u8
天映电影,http://171.108.239.76:8181/tsfile/live/1009_1.m3u8
东森电影,http://171.108.239.76:8181/tsfile/live/1010_1.m3u8
龙祥电影,http://171.108.239.76:8181/tsfile/live/1011_1.m3u8
星空卫视,http://171.108.239.76:8181/tsfile/live/1012_1.m3u8
中国电影,http://171.108.239.76:8181/tsfile/live/1013_1.m3u8
私人影院,http://171.108.239.76:8181/tsfile/live/1014_1.m3u8
东森洋片,http://171.108.239.76:8181/tsfile/live/1016_1.m3u8
南宁影视HD,http://171.108.239.76:8181/tsfile/live/1017_1.m3u8
经典电影,http://171.108.239.76:8181/tsfile/live/1019_1.m3u8
热播剧场,http://171.108.239.76:8181/tsfile/live/1020_1.m3u8
谍战剧场,http://171.108.239.76:8181/tsfile/live/1021_1.m3u8
电影频道,http://171.108.239.76:8181/tsfile/live/1022_1.m3u8
东森超视,http://171.108.239.76:8181/tsfile/live/1023_1.m3u8
凤凰资讯,http://171.108.239.76:8181/tsfile/live/1024_1.m3u8
莲花台,http://171.108.239.76:8181/tsfile/live/1025_1.m3u8
南方卫视,http://171.108.239.76:8181/tsfile/live/1003_1.m3u8
广场舞,http://171.108.239.76:8181/tsfile/live/1015_1.m3u8
牛歌戏,http://171.108.239.76:8181/tsfile/live/1068_1.m3u8
中国天气,http://171.108.239.76:8181/tsfile/live/1116_1.m3u8
CCTV1-综合,http://171.108.239.76:8181/tsfile/live/1027_1.m3u8
CCTV2-财经,http://171.108.239.76:8181/tsfile/live/1028_1.m3u8
CCTV3-综艺,http://171.108.239.76:8181/tsfile/live/1029_1.m3u8
CCTV4-国际,http://171.108.239.76:8181/tsfile/live/1030_1.m3u8
CCTV5-体育,http://171.108.239.76:8181/tsfile/live/1031_1.m3u8
CCTV6-电影,http://171.108.239.76:8181/tsfile/live/1032_1.m3u8
CCTV7-军农,http://171.108.239.76:8181/tsfile/live/1033_1.m3u8
CCTV8-电视剧,http://171.108.239.76:8181/tsfile/live/1034_1.m3u8
CCTV9-纪录,http://171.108.239.76:8181/tsfile/live/1035_1.m3u8
CCTV10-科教,http://171.108.239.76:8181/tsfile/live/1036_1.m3u8
CCTV11-戏曲,http://171.108.239.76:8181/tsfile/live/1037_1.m3u8
CCTV12-社会与法,http://171.108.239.76:8181/tsfile/live/1038_1.m3u8
CCTV13-新闻,http://171.108.239.76:8181/tsfile/live/1039_1.m3u8
CCTV14-少儿,http://171.108.239.76:8181/tsfile/live/1040_1.m3u8
CCTV15-音乐,http://171.108.239.76:8181/tsfile/live/1041_1.m3u8
CCTV16-奥运匹克,http://171.108.239.76:8181/tsfile/live/1042_1.m3u8
CCTV17农业农村,http://171.108.239.76:8181/tsfile/live/1043_1.m3u8
CCTV5+体育赛事,http://171.108.239.76:8181/tsfile/live/1044_1.m3u8
足球频道,http://171.108.239.76:8181/tsfile/live/1045_1.m3u8
卡酷动画,http://171.108.239.76:8181/tsfile/live/1046_1.m3u8
嘉佳卡通,http://171.108.239.76:8181/tsfile/live/1047_1.m3u8
动漫秀场,http://171.108.239.76:8181/tsfile/live/1048_1.m3u8
金鹰卡通,http://171.108.239.76:8181/tsfile/live/1049_1.m3u8
少儿动画,http://171.108.239.76:8181/tsfile/live/1114_1.m3u8
平南台,http://171.108.239.76:8181/tsfile/live/faacts/1051_1.m3u8
贵港台,http://171.108.239.76:8181/tsfile/live/faacts/1052_1.m3u8
广西卫视HD,http://171.108.239.76:8181/tsfile/live/1058_1.m3u8
广东卫视HD,http://171.108.239.76:8181/tsfile/live/1059_1.m3u8
湖南卫视HD,http://171.108.239.76:8181/tsfile/live/1060_1.m3u8
东方卫视HD,http://171.108.239.76:8181/tsfile/live/1061_1.m3u8
天津卫视HD,http://171.108.239.76:8181/tsfile/live/1066_1.m3u8
广西影视HD,http://171.108.239.76:8181/tsfile/live/1097_1.m3u8
广西都市HD,http://171.108.239.76:8181/tsfile/live/1106_1.m3u8
广西新闻HD,http://171.108.239.76:8181/tsfile/live/1107_1.m3u8
南宁公共HD,http://171.108.239.76:8181/tsfile/live/1018_1.m3u8
南宁新闻,http://171.108.239.76:8181/tsfile/live/1115_1.m3u8
北京卫视HD,http://171.108.239.76:8181/tsfile/live/1121_1.m3u8
兵团卫视,http://171.108.239.76:8181/tsfile/live/0115_1.m3u8
厦门卫视,http://171.108.239.76:8181/tsfile/live/0129_1.m3u8
宁夏卫视,http://171.108.239.76:8181/tsfile/live/0112_1.m3u8
西藏卫视,http://171.108.239.76:8181/tsfile/live/0111_1.m3u8
吉林卫视,http://171.108.239.76:8181/tsfile/live/0116_1.m3u8
青海卫视,http://171.108.239.76:8181/tsfile/live/1069_1.m3u8
陕西卫视,http://171.108.239.76:8181/tsfile/live/1070_1.m3u8
河南卫视,http://171.108.239.76:8181/tsfile/live/1071_1.m3u8
云南卫视,http://171.108.239.76:8181/tsfile/live/1072_1.m3u8
新疆卫视,http://171.108.239.76:8181/tsfile/live/1073_1.m3u8
重庆卫视,http://171.108.239.76:8181/tsfile/live/1074_1.m3u8
海南卫视,http://171.108.239.76:8181/tsfile/live/1075_1.m3u8
山西卫视,http://171.108.239.76:8181/tsfile/live/1076_1.m3u8
内蒙古卫视,http://171.108.239.76:8181/tsfile/live/1077_1.m3u8
湖北卫视,http://171.108.239.76:8181/tsfile/live/1082_1.m3u8
山东卫视,http://171.108.239.76:8181/tsfile/live/1083_1.m3u8
黑龙江卫视,http://171.108.239.76:8181/tsfile/live/1084_1.m3u8
贵州卫视,http://171.108.239.76:8181/tsfile/live/1085_1.m3u8
河北卫视,http://171.108.239.76:8181/tsfile/live/1086_1.m3u8
东南卫视,http://171.108.239.76:8181/tsfile/live/1087_1.m3u8
辽宁卫视,http://171.108.239.76:8181/tsfile/live/1088_1.m3u8
安徽卫视,http://171.108.239.76:8181/tsfile/live/1089_1.m3u8
江西卫视,http://171.108.239.76:8181/tsfile/live/1090_1.m3u8
